analysisId,nctId,HYPERLINK,pValue,statisticalMethod,studyType,EARLY_PHASE1,PHASE1,PHASE2,PHASE3,PHASE4,outcomeTitle,outcomeType,groupDescription,conditionIds,briefTitle,has_less_than,N,model,I,R,C,JAB,FINDING,NOTES
c0f38fb347134735a9ad81f49275fbe2,NCT01337336,NCT01337336,0.009,Two-sample t-test,OBSERVATIONAL,0,0,0,0,0,Number of the Indicated COPD-related Exacerbations,SECONDARY,NA,D008171; D008173; D029424,Chronic Obstructive Pulmonary Disease (COPD)-Related Outcomes and Costs for Patients on Combination Fluticasone Propionate-Salmeterol Xinafoate 250/50mcg Versus Anticholinergics in a COPD-Comorbid Depression/Anxiety Population,FALSE,4001,t-test,NA,NA,NA,2.088798512,There is an increase in COPD-related hospitalization/ER visits in participants in the FSC vs AC cohort.,
573589d6dd48237eca9148446f8dd308,NCT01263015,NCT01263015,0.01,Mann-Whitney,INTERVENTIONAL,0,0,0,1,0,Percentage of Participants With Plasma Human Immunodeficiency Virus -1 (HIV-1) Ribonucleic Acid (RNA) <50 Copies/Milliliter (c/mL) at Week 96 and Week 144,SECONDARY,NA,D000163; D015658,A Trial Comparing GSK1349572 50mg Plus Abacavir/Lamivudine Once Daily to Atripla (Also Called The SINGLE Trial),FALSE,833,mann_whitney,NA,NA,NA,1.050273967,"There is a statistically significant association between the use of DTG + ABC/3TC and a higher percentage of participants with plasma HIV-1 RNA below 50 c/mL. Specifically, the percentage of participants with plasma HIV-1 RNA below 50 c/mL was 8.3 percentage points higher for participants receiving DTG + ABC/3TC compared to those receiving EFV/TDF/FTC. The analysis was conducted at Week 144.",
e381041a801873cfade4fe4281723bc4,NCT01236053,NCT01236053,0.0063,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Anal Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,2067,logistic_regression,NA,NA,NA,1.09146218,"There is a statistically significant association between a low level of gabapentin exposure duration and increased odds of being an anal cancer patient. Specifically, patients in the first tertile of gabapentin exposure duration have higher odds of being an anal cancer patient compared to those with no exposure. The analysis has been adjusted for other factors such as smoking, BMI, diabetes, and HIV.",
a9cc696bcfdeaa48fbdad9aa3430f5c1,NCT01236053,NCT01236053,0.0019,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,20382,logistic_regression,NA,NA,NA,1.149790836,"There is a statistically significant association between a low level of gabapentin exposure duration and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin exposure duration have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis and has been adjusted for other factors such as smoking, BMI, diabetes, neuropathic pain, back pain, epilepsy, and chronic pancreatitis.",
2224c4553bd4f324d3beaa40be69e951,NCT01236053,NCT01236053,0.002,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,20382,logistic_regression,NA,NA,NA,1.20522965,"There is a statistically significant association between a low level of gabapentin prescriptions and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin prescriptions have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis and has been adjusted for other factors such as smoking, BMI, diabetes, neuropathic pain, back pain, epilepsy, and chronic pancreatitis.",
1a2f2e28e943bca0664521dc36f48c1b,NCT01236053,NCT01236053,2.00E-04,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of All-Cancer Cases and Matched Controls With the Indicated Exposure to Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,1710950,logistic_regression,NA,NA,NA,1.297892633,"There is a statistically significant association between any gabapentin exposure and increased odds of being an all-cancer patient. Specifically, patients who have ever had gabapentin exposure have higher odds of being an all-cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis.",
bd44883391a9cb88c1a9bb244ab28f53,NCT01236053,NCT01236053,0.0024,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,20382,logistic_regression,NA,NA,NA,1.424436682,"There is a statistically significant association between a low level of gabapentin exposure duration and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin exposure duration have higher odds of being a pancreatic cancer patient compared to those with no exposure.",
12ebe3f1c4559797ed7143162cf29d46,NCT01236053,NCT01236053,0.0049,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Stomach Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,17853,logistic_regression,NA,NA,NA,2.552809629,"There is a statistically significant association between a moderate level of gabapentin prescriptions and increased odds of being a stomach cancer patient. Specifically, patients in the second tertile of gabapentin prescriptions have higher odds of being a stomach cancer patient compared to those with no exposure.",
8aa195c7b36f0642aa30c7b4aafa3933,NCT01236053,NCT01236053,0.0046,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Cumulative Dose of Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,20382,logistic_regression,NA,NA,NA,2.575971391,"There is a statistically significant association between a low level of cumulative gabapentin dose and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of cumulative gabapentin dose have higher odds of being a pancreatic cancer patient compared to those with no exposure.",
f4452d3c1c635a31ed14fe77eaf7e112,NCT01236053,NCT01236053,0.0066,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Exposure to Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,20382,logistic_regression,NA,NA,NA,3.568063431,"There is a statistically significant association between any gabapentin exposure and increased odds of being a pancreatic cancer patient. Specifically, patients who have ever had gabapentin exposure have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis to help control for prediagnostic gabapentin prescribing for pain symptoms possibly related to the cancer itself.",
d1738ea0ae2e098dc732820e636790b3,NCT01236053,NCT01236053,0.008,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,20382,logistic_regression,NA,NA,NA,4.240321649,"There is a statistically significant association between a low level of gabapentin prescriptions and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin prescriptions have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis has been adjusted for other factors such as smoking, BMI, diabetes, neuropathic pain, back pain, epilepsy, and chronic pancreatitis.",
b338670a08530daea2563b54c961a882,NCT01236053,NCT01236053,8.00E-04,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of All-Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,1710950,logistic_regression,NA,NA,NA,4.738243654,"There is a statistically significant association between a moderate level of gabapentin prescriptions and increased odds of being an all-cancer patient. Specifically, patients in the second tertile of gabapentin prescriptions have higher odds of being an all-cancer patient compared to those with no exposure. The analysis has been adjusted for other factors such as smoking, BMI, alcohol consumption, diabetes, neuropathic pain, back pain, and epilepsy.",
582c8c4a5dac81f6b18193773635bb1b,NCT01236053,NCT01236053,0.0012,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of All-Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,1710950,logistic_regression,NA,NA,NA,6.89716543,"There is a statistically significant association between a high level of gabapentin exposure duration and increased odds of being an all-cancer patient. Specifically, patients in the third tertile of gabapentin exposure duration have higher odds of being an all-cancer patient compared to those with no exposure.",
a028759dd263ae5ac386790af23557d4,NCT01236053,NCT01236053,0.0033,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of All-Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,1710950,logistic_regression,NA,NA,NA,17.45158388,"There is a statistically significant association between a moderate level of gabapentin prescriptions and increased odds of being an all-cancer patient. Specifically, patients in the second tertile of gabapentin prescriptions have higher odds of being an all-cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis.",
4073ff4be9054e3e245d00ff1fa84c85,NCT01236053,NCT01236053,0.0062,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of All-Cancer Cases and Matched Controls With the Indicated Cumulative Dose of Gabapentin,PRIMARY,NA,D010190; D001749; D002292; D001005; D007680; D013274; D010386; D009423; D010412; D010195; D050500; D009437,Cancer in Patients With Gabapentin (GPRD),FALSE,1710950,logistic_regression,NA,NA,NA,30.89715333,"There is a statistically significant association between moderate cumulative Gabapentin dose and increased odds of being an all-cancer patient. Specifically, patients in the second tertile of cumulative Gabapentin dose have higher odds of being an all-cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis.",
af0eaf8918497f98864f02a2e958d05a,NCT01138124,NCT01138124,0.0015,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,30026,logistic_regression,NA,NA,NA,1.122737116,"There is a statistically significant association between a low level of gabapentin exposure duration and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin exposure duration have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis.",
cb8df7e6df3328cc2e5f307c325f8148,NCT01138124,NCT01138124,0.0026,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Renal Cancer Cases and Matched Controls With the Indicated Cumulative Dose of Gabapentin,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,19046,logistic_regression,NA,NA,NA,1.481592318,"


There is a statistically significant association between a moderate level of gabapentin cumulative dose and increased odds of being a renal cancer patient. Specifically, patients in the second tertile of gabapentin cumulative dose have higher odds of being a renal cancer patient compared to those with no exposure. The analysis has been adjusted for other factors such as smoking, BMI, hypertension, diuretic use, diabetes, neuropathic pain, and epilepsy.",
54597b48bf56620ddf4330858b65a69a,NCT01138124,NCT01138124,0.0031,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Renal Cancer Cases and Matched Controls With the Indicated Exposure to Gabapentin,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,19046,logistic_regression,NA,NA,NA,1.739690228,"There is a statistically significant association between any gabapentin exposure and increased odds of being a renal cancer patient. Specifically, patients who have ever had gabapentin exposure have higher odds of being a renal cancer patient compared to those with no exposure.",
b99459d1a643d1464ae4e6d6f4224f74,NCT01138124,NCT01138124,0.0034,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Renal Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,19046,logistic_regression,NA,NA,NA,1.892436596,"There is a statistically significant association between a low level of gabapentin prescriptions and increased odds of being a renal cancer patient. Specifically, patients in the first tertile of gabapentin prescriptions have higher odds of being a renal cancer patient compared to those with no exposure. The analysis has been adjusted for other factors such as smoking, BMI, hypertension, diuretic use, diabetes, neuropathic pain, and epilepsy.",
ad53538adb80f2c000e4ad8b7c7f704d,NCT01138124,NCT01138124,0.0042,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Number of Gabapentin Prescriptions,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,30026,logistic_regression,NA,NA,NA,2.87892364,"There is a statistically significant association between a low level of gabapentin prescriptions and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin prescriptions have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis and has been adjusted for other factors such as smoking, BMI, diabetes, chronic pancreatitis, neuropathic pain, and epilepsy.",
533ead8c3d40cf06ed4ba055f6775dd0,NCT01138124,NCT01138124,0.0053,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Pancreatic Cancer Cases and Matched Controls With the Indicated Duration of Exposure to Gabapentin,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,30026,logistic_regression,NA,NA,NA,3.553661359,"There is a statistically significant association between a low level of gabapentin exposure duration and increased odds of being a pancreatic cancer patient. Specifically, patients in the first tertile of gabapentin exposure duration have higher odds of being a pancreatic cancer patient compared to those with no exposure. The analysis accounts for a two-year lag between the exposure and the cancer diagnosis and has been adjusted for other factors such as smoking, BMI, diabetes, chronic pancreatitis, neuropathic pain, and epilepsy.",
a260634ef2740f9f16dc9334d2385ed9,NCT01138124,NCT01138124,0.0095,Conditional logistic regression,OBSERVATIONAL,0,0,0,0,0,Number of Renal Cancer Cases and Matched Controls With the Indicated Exposure to Gabapentin,PRIMARY,NA,D010190; D002292; D007680; D010386; D010195; D050500; D012148,Gabapentin and Risk of Pancreatic Cancer and Renal Cancer (GPRD),FALSE,19046,logistic_regression,NA,NA,NA,4.779419223,"There is a statistically significant association between any gabapentin exposure and increased odds of being a renal cancer patient. Specifically, patients who have ever had gabapentin exposure have higher odds of being a renal cancer patient compared to those with no exposure. The analysis has been adjusted for other factors such as smoking, BMI, hypertension, diuretic use, diabetes, neuropathic pain, and epilepsy.",
4ffabed91b3fe41ff5d8d3bf915fde1f,NCT01087541,NCT01087541,0.01,Two-sample t-test,INTERVENTIONAL,0,0,0,0,0,Glycosylated Haemoglobin A1c at 6 Months,PRIMARY,NA,D003920,SEGUDIAB Study: Evaluation of Safety in the Diabetic Patients,TRUE,6830,t-test,NA,NA,NA,2.996896919,"There is a statistically significant difference in Glycosylated Haemoglobin A1c at 6 months from the start of the RCT between the two groups. Specifically, the group that received a behavioural program of education for health professionals had a lower mean A1c compared to the group that received usual healthcare for diabetic patients.",
bd4340a8e5adc9b94329d62baa76b67a,NCT01070550,NCT01070550,0.0062,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population,PRIMARY,"The statistical analysis is presented for cumulative ribavirin dose per 10000 mg, first 12 weeks. The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including cumulative dose of peginterferon and ribavirin up to Week 12), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a),FALSE,2981,logistic_regression,NA,NA,NA,1.291295198,"In patients with Genotype 1, there is a statistically significant association between cumulative ribavirin dose (per 10,000 mg) during the first 12 weeks of therapy and the odds of achieving a modified sustained virological response (mSVR). Specifically, for every additional 10,000 mg of ribavirin administered, patients had 1.1 times the odds of achieving mSVR. The analysis was conducted in treatment-naïve, HCV mono-infected participants receiving PEG-IFN alfa-2a, and evaluated outcomes 24 weeks after the end of treatment.",
eb3c747e48bdf474696d7a0a2db81cc9,NCT01070550,NCT01070550,0.0069,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population,PRIMARY,"The statistical analysis is presented for aspartate aminotransferase (AST) ratio at BL (\> 1.5 vs \<=1.5). The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including cumulative dose of peginterferon and ribavirin up to Week 12), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a),FALSE,2981,logistic_regression,NA,NA,NA,1.421656056,"In patients with Genotype 1, there is a statistically significant association between a high baseline AST ratio and decreased odds of achieving a modified sustained virological response (mSVR). Specifically, patients with a baseline AST ratio greater than 1.5 had 0.717 times the odds of achieving a modified sustained virological response compared to patients with a baseline AST ratio less than or equal to 1.5. The analysis was conducted at 24 weeks after the end of treatment.",
ac6e6790cff3027f599462ef038c7f1e,NCT01070550,NCT01070550,0.0071,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population,PRIMARY,"The statistical analysis is presented for AST ratio at BL (\> 1.5 vs \<=1.5). The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including total cumulative dose of peginterferon and ribavirin), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a),FALSE,2981,logistic_regression,NA,NA,NA,1.458597385,"In patients with Genotype 1, there is a statistically significant association between a high baseline AST ratio and decreased odds of achieving a modified sustained virological response (mSVR). Specifically, patients with a baseline AST ratio greater than 1.5 had 0.718 times the odds of achieving a modified sustained virological response compared to patients with a baseline AST ratio less than or equal to 1.5. The analysis was conducted at 24 weeks after the end of treatment.",
4e2a66f6cb4772cd4c5d1007089a0c4b,NCT01070550,NCT01070550,0.0074,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population,PRIMARY,"The statistical analysis is presented for age per 10 years. The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including total cumulative dose of peginterferon and ribavirin), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a),FALSE,2981,logistic_regression,NA,NA,NA,1.513768486,"


In patients with Genotype 1, there is a statistically significant association between age and decreased odds of achieving a modified sustained virological response (mSVR). Specifically, for every 10-year increase in age, the odds of a modified sustained virological response decrease by a factor of 0.896. The analysis was conducted at 24 weeks after the end of treatment.",
391226cfb0c0dfac54e264c0a0bd33d3,NCT01070550,NCT01070550,0.0088,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Modified Sustained Virological Response by Genotype in Modified All-Treated Population,PRIMARY,"The statistical analysis is presented for BMI in kg/m\^2. The logistic regression analysis for mSVR was performed for association between treatment exposure and baseline factors available in at least 90% of participants (including total cumulative dose of peginterferon and ribavirin), in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 1: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Virus (HCV)Treated With Pegasys (Peginterferon Alfa-2a),FALSE,2981,logistic_regression,NA,NA,NA,1.767686323,"


In patients with Genotype 1, there is a statistically significant association between a patient's BMI and decreased odds of achieving a modified sustained virological response (mSVR). Specifically, for every 1 kg/m^2 increase in BMI, the odds of achieving a modified sustained virological response decrease by a factor of 0.971. The analysis was conducted at 24 weeks after the end of treatment.",
5981cad8aed9256057efd0ea9524de81,NCT01066793,NCT01066793,0.0089,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Modified Sustained Virological Response by Type of Peginterferon and Genotype in Modified All Treated Population,PRIMARY,"The statistical analysis is presented for on-treatment response (pEVR \[Partial Early Virological Response\] vs No RVR/EVR). The logistic regression analysis for mSVR was performed for association between on-treatment response and baseline factors available in at least 90% of participants, in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 2: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Treated With Pegasys (Peginterferon Alfa-2a) or Peginterferon-alfa-2b,FALSE,960,logistic_regression,NA,NA,NA,1.015761209,"In patients with Genotype 1 receiving PEG-IFN alfa-2a, there is a statistically significant association between achieving a partial early virological response (pEVR) and increased odds of achieving a modified sustained virological response (mSVR). Specifically, patients who achieved a partial early virological response had 2.519 times the odds of achieving a modified sustained virological response compared to patients with no early virological response. The analysis was conducted at 24 weeks after the end of treatment.",
e1a305d124062b3d4c33ac2ff4e290cb,NCT01066793,NCT01066793,0.0092,Logistic regression,OBSERVATIONAL,0,0,0,0,0,Percentage of Participants With Relapse After Modified End of Treatment Response by Genotype in Modified All-Treated Population at 24 Weeks After End of Treatment,SECONDARY,"The statistical analysis is presented for HCV RNA at BL in log10 (IU/mL). The logistic regression analysis for relapse was performed for association between treatment response and baseline factors available in at least 90% of participants, in naive HCV mono-infected mTRT participants receiving PEG-IFN alfa-2a.",D006506; D006526; D019698; D006505,PROPHESYS 2: An Observational Study on Predictors of Response in Treatment-naïve Patients With Chronic Hepatitis C Treated With Pegasys (Peginterferon Alfa-2a) or Peginterferon-alfa-2b,FALSE,960,logistic_regression,NA,NA,NA,1.046245398,"In patients with Genotype 1 receiving PEG-IFN alfa-2a, there is a statistically significant association between a higher baseline HCV RNA level and increased odds of relapse. Specifically, for every 1 log10 (IU/mL) increase in baseline HCV RNA, the odds of a participant relapsing increase by a factor of 1.590. The analysis was conducted at 24 weeks after the end of treatment.",
1e675c7bb4cfa1d1265fda5801adf360,NCT01001234,NCT01001234,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Pain Freedom at 2 Hours Post Dose in Participants Between 6 and 17 Years of Age,SECONDARY,"The comparison of rizatriptan versus placebo with respect to pain freedom at 2 hours post Stage 2 dose for participants between 6 and 17 years of age was conducted using a logistic regression model with factors for treatment, Stage 2 baseline pain severity (moderate or severe), age (6 to 11 years old or 12 to 17 years old), and region (US or ex-US). Model-derived odds ratio and a two-sided p-value were provided. An odds ratio \>1 is in favor of the rizatriptan group.",D008881,A Study to Evaluate the Efficacy and Tolerability of Rizatriptan for Treatment of Acute Migraine in Children and Adolescents (MK-0462-082 AM7),FALSE,770,logistic_regression,NA,NA,NA,1.010106056,"There is a statistically significant association between the use of rizatriptan and increased odds of achieving pain freedom. Specifically, participants who received rizatriptan had 1.52 times the odds of achieving pain freedom compared to participants who received placebo. The analysis was conducted on participants between 6 and 17 years of age and measured pain freedom at 2 hours post-dose.",
a0df77c29a8e11f942f643901666054b,NCT00949884,NCT00949884,0.0096,Logistic regression,INTERVENTIONAL,0,0,0,0,1,Percentage of Participants Achieving Blood Pressure Goals at Week 8,OTHER_PRE_SPECIFIED,Percentage of participants achieving diastolic blood pressure goal of \<80 mmHg,D006973,Olmesartan Comparison to Losartan in Hypertensive Subjects,FALSE,850,logistic_regression,NA,NA,NA,1.022997876,"There is a statistically significant association between the use of Combined Olmesartan and achieving a diastolic blood pressure goal of <80 mmHg. The analysis, conducted at Week 8, shows that 11.8% of participants in the Combined Olmesartan group achieved this goal, compared to 6.6% in the Losartan group.",
11052175734cc6a84a54644c9365937e,NCT00556374,NCT00556374,0.007,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Number of Participants With New or Worsening Vertebral Fractures,SECONDARY,NA,D001943,Study to Determine Treatment Effects of Denosumab in Patients With Breast Cancer Receiving Aromatase Inhibitor Therapy,FALSE,1644,logistic_regression,NA,NA,NA,1.070548654,"There is a statistically significant association between the use of Denosumab and decreased odds of having new or worsening vertebral fractures. Specifically, participants who received Denosumab had 0.54 times the odds of having new or worsening vertebral fractures compared to those who received placebo. The analysis was conducted over a 36-month period.",
29d70d17926c0c9dfb94f17985f7af80,NCT00556374,NCT00556374,0.0088,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Number of Participants With New Vertebral Fractures,SECONDARY,NA,D001943,Study to Determine Treatment Effects of Denosumab in Patients With Breast Cancer Receiving Aromatase Inhibitor Therapy,FALSE,1644,logistic_regression,NA,NA,NA,1.313958623,"There is a statistically significant association between the use of Denosumab and decreased odds of having new vertebral fractures. Specifically, participants who received Denosumab had 0.53 times the odds of having a new vertebral fracture compared to those who received placebo. The analysis was conducted over a 36-month period.",
c1cbc951e8158bc30b1b3edd83ae97d3,NCT00443560,NCT00443560,0.01,Mann-Whitney,OBSERVATIONAL,0,0,0,0,0,Duration of Labor Analgesia,SECONDARY,NA,D048949,The Association Between Decreasing Labor Analgesia Epidural Infusion and Forceps Delivery,TRUE,2072,mann_whitney,NA,NA,NA,1.65249718,"There is a statistically significant association between the type of delivery and the duration of labor analgesia. Specifically, the median duration of labor analgesia was significantly longer for participants who had an instrumental vaginal delivery (420 minutes) compared to those who had a spontaneous vaginal delivery (300 minutes).",
f35db23e840ff4bb5555922a5f9d99da,NCT00337727,NCT00337727,0.01,Logistic regression,INTERVENTIONAL,0,0,0,1,0,Number of Patients Who Reported No Vomiting,PRIMARY,NA,D009325; D014839,Aprepitant for the Prevention of Chemotherapy Induced Nausea and Vomiting (CINV)(0869-130)(COMPLETED),TRUE,831,logistic_regression,NA,NA,NA,1.049022431,"There is a statistically significant association between the use of the Aprepitant Regimen and an increased rate of no vomiting. Specifically, 76.2% of patients on the Aprepitant Regimen reported no vomiting, compared to 62.1% of patients on the Standard Regimen. The analysis was conducted over the overall phase (0-120 hours post initiation of MEC) in Cycle 1.",
